EntrezID1	EntrezId2
6189	3192
6189	1660
6189	4738
6189	3725
6189	142
6189	3608
6189	10399
6189	7329
6189	100288687
6189	4790
6189	4791
6189	6780
6189	10987
6189	7412
6189	7415
6189	3320
6189	5885
6189	3326
6189	8452
6189	8453
6189	8454
6189	10514
6189	10014
6189	2335
6189	3363
6189	292
6189	4904
6189	4914
6189	3383
6189	57154
6189	23363
6189	10075
6189	7428
6189	26986
6189	1915
6189	8065
6189	4843
6189	23435
6189	1938
6189	408
6189	409
6189	6045
6189	55723
6189	4087
6189	3024
6189	6648
6189	9188
6189	6117
6189	6118
6189	6119
6189	6122
6189	6124
6189	7150
6189	6128
6189	6129
6189	7157
6189	6135
6189	6136
6189	1017
6189	6141
6189	6143
6191	1025
6191	1026
6191	8726
6191	3608
6191	3609
6191	4869
6191	3676
6191	2099
6191	2100
6191	26168
6191	6201
6191	6203
6191	60
6191	4670
6191	6207
6191	6208
6191	6217
6191	4171
6191	84557
6191	6222
6191	11345
6191	4691
6191	9820
6191	5728
6191	10856
6191	3189
6191	3192
6191	6780
6191	5245
6191	4738
6191	3725
6191	55832
6191	23710
6191	100288687
6191	4790
6191	4791
6191	81631
6191	10987
6191	3312
6191	7412
6191	7415
6191	3320
6191	5885
6191	3326
6191	8450
6191	8452
6191	8453
6191	8454
6191	10014
6191	2335
6191	292
6191	4904
6191	4914
6191	3383
6191	57154
6191	23363
6191	10075
6191	6497
6191	26986
6191	1915
6191	8065
6191	4843
6191	23435
6191	1938
6191	409
6191	1956
6191	11337
6191	988
6191	6122
6191	6124
6191	6128
6191	6129
6191	7157
6191	6135
6191	6136
6191	1017
6191	6141
6191	6143
48	4904
48	4914
48	2023
48	3956
48	8335
2099	1024
2099	4609
2099	9219
2099	9734
2099	6667
2099	8204
2099	4791
2099	23054
2099	3091
2099	3607
2099	3608
2099	3609
2099	1050
2099	1051
2099	54904
2099	2597
2099	4654
2099	1072
2099	8243
2099	2100
2099	2101
2099	6714
2099	6203
2099	60
2099	3190
2099	4670
2099	6207
2099	6208
2099	2625
2099	1654
2099	5901
2099	8289
2099	6217
2099	4171
2099	6222
2099	7181
2099	7248
2099	2130
2099	4691
2099	1108
2099	6670
2099	2648
2099	602
2099	5728
2099	4193
2099	2146
2099	1876
2099	3172
2099	8805
2099	8295
2099	10856
2099	3021
2099	3181
2099	3182
2099	3183
2099	6256
2099	3185
2099	6772
2099	11198
2099	6774
2099	1655
2099	6776
2099	5241
2099	8826
2099	1147
2099	6780
2099	4221
2099	9343
2099	4800
2099	2033
2099	8841
2099	10891
2099	3725
2099	142
2099	3727
2099	4089
2099	7704
2099	2194
2099	7534
2099	9412
2099	5914
2099	10399
2099	57504
2099	3184
2099	5915
2099	3014
2099	10919
2099	688
2099	4790
2099	6839
2099	3188
2099	9759
2099	190
2099	1653
2099	10432
2099	1660
2099	196
2099	10949
2099	2308
2099	3020
2099	7799
2099	3276
2099	3621
2099	207
2099	3192
2099	3178
2099	10971
2099	7391
2099	2273
2099	2274
2099	5499
2099	8932
2099	7913
2099	10987
2099	3308
2099	3309
2099	8431
2099	3312
2099	3313
2099	25842
2099	9971
2099	7415
2099	3320
2099	10111
2099	10492
2099	3326
2099	3329
2099	8450
2099	10499
2099	8452
2099	4869
2099	8454
2099	5591
2099	23451
2099	23309
2099	10514
2099	6421
2099	790
2099	10521
2099	6426
2099	10011
2099	10524
2099	2010
2099	10014
2099	1499
2099	292
2099	4904
2099	5929
2099	5931
2099	302
2099	2353
2099	1432
2099	5430
2099	203068
2099	4926
2099	6709
2099	11073
2099	57154
2099	7494
2099	10059
2099	1869
2099	5245
2099	5970
2099	11091
2099	4436
2099	3726
2099	25942
2099	857
2099	10075
2099	11100
2099	5469
2099	7520
2099	6497
2099	6502
2099	9063
2099	220988
2099	26986
2099	1387
2099	51564
2099	8338
2099	9070
2099	367
2099	23411
2099	10614
2099	4841
2099	5451
2099	22907
2099	8554
2099	383
2099	6720
2099	904
2099	6124
2099	9611
2099	9612
2099	2959
2099	9112
2099	1938
2099	3065
2099	8085
2099	3480
2099	22938
2099	7067
2099	7068
2099	8607
2099	27043
2099	1956
2099	2309
2099	9126
2099	7153
2099	10155
2099	7155
2099	79718
2099	5705
2099	4255
2099	5566
2099	672
2099	6595
2099	6597
2099	6598
2099	7329
2099	8648
2099	6601
2099	6602
2099	4087
2099	6604
2099	6605
2099	4088
2099	595
2099	23118
2099	80854
2099	1017
2099	23512
2099	2521
2099	5594
2099	5595
2099	1107
2099	9188
2099	6632
2099	6908
2099	6122
2099	1026
2099	7150
2099	6128
2099	6129
2099	2547
2099	23028
2099	7157
2099	5928
2099	6135
2099	6136
2099	6996
2099	3066
2099	10236
2099	6141
2099	1022
2099	6143
2100	1024
2100	9219
2100	6667
2100	8204
2100	23054
2100	55832
2100	8368
2100	4654
2100	8243
2100	26168
2100	6201
2100	6714
2100	6203
2100	60
2100	6207
2100	6720
2100	54881
2100	6217
2100	4171
2100	6222
2100	56916
2100	3598
2100	4193
2100	8805
2100	8294
2100	10856
2100	1642
2100	3188
2100	1654
2100	6776
2100	6780
2100	9343
2100	10891
2100	10399
2100	121504
2100	5915
2100	8359
2100	8360
2100	8361
2100	8362
2100	8363
2100	8364
2100	8365
2100	8366
2100	8367
2100	688
2100	8370
2100	10419
2100	4791
2100	190
2100	10432
2100	9412
2100	4298
2100	207
2100	10971
2100	8431
2100	3312
2100	3320
2100	4223
2100	10499
2100	10514
2100	8467
2100	790
2100	10011
2100	10524
2100	292
2100	9611
2100	554313
2100	4436
2100	25942
2100	5469
2100	5984
2100	9063
2100	8554
2100	1387
2100	5499
2100	22913
2100	23435
2100	9612
2100	55193
2100	23450
2100	27043
2100	5981
2100	2033
2100	11177
2100	5705
2100	3006
2100	8648
2100	6601
2100	6605
2100	4088
2100	8148
2100	5591
2100	5594
2100	1499
2100	988
2100	81887
2100	6124
2100	3054
2100	6128
2100	6129
2100	4087
2100	6136
2100	4089
2101	10891
2101	2959
2101	51588
2101	5705
2101	8295
2101	8648
2101	6604
2101	6667
2101	8204
2101	8431
2101	2104
2101	8850
2101	84148
2101	23411
2101	2648
2101	2521
2101	7023
2101	190
10294	4609
10294	4843
10294	8452
10294	4869
10294	6657
10294	10383
10294	7316
10294	790
10294	7428
10294	6045
10294	121504
10294	1956
10294	5925
10294	9126
10294	8359
10294	8360
10294	8361
10294	8362
10294	8363
10294	8364
10294	8365
10294	8366
10294	8367
10294	8368
10294	8370
10294	4171
10294	4088
10294	56916
10294	10075
10294	81631
10294	8294
10294	3303
10294	10987
10294	3308
10294	3309
10294	3312
10294	3313
10294	2034
10294	7157
10294	4087
10294	3320
10294	7290
10294	4914
10294	3326
2103	10499
2103	6667
2103	8204
2103	3320
2103	3326
55352	409
55352	8350
55352	121504
55352	8353
55352	8359
55352	8360
55352	8361
55352	8362
55352	8363
55352	8364
55352	8365
55352	8366
55352	8367
55352	8368
55352	8370
55352	10419
55352	57154
55352	2130
55352	861
55352	8290
55352	8294
55352	4843
6201	8065
6201	9987
6201	8452
6201	4869
6201	8454
6201	23435
6201	8450
6201	3608
6201	10514
6201	7534
6201	8726
6201	3609
6201	55832
6201	409
6201	6045
6201	23710
6201	672
6201	8353
6201	292
6201	1642
6201	6143
6201	4904
6201	1029
6201	100288687
6201	6122
6201	11337
6201	6203
6201	60
6201	4670
6201	6207
6201	6208
6201	1654
6201	6217
6201	4171
6201	6222
6201	3725
6201	11345
6201	4691
6201	6136
6201	4738
6201	10075
6201	3676
6201	5725
6201	1938
6201	4193
6201	9188
6201	6117
6201	6118
6201	6119
6201	6632
6201	3178
6201	10987
6201	6124
6201	3181
6201	7150
6201	6141
6201	2335
6201	6129
6201	7412
6201	7157
6201	3190
6201	6135
6201	3192
6201	1017
6201	1915
6201	1660
6201	5885
6201	6128
6203	9820
6203	8065
6203	8452
6203	8453
6203	8454
6203	904
6203	4869
6203	23435
6203	1026
6203	3608
6203	10514
6203	790
6203	3609
6203	55832
6203	7428
6203	100288687
6203	23710
6203	10399
6203	6128
6203	292
6203	1642
6203	10919
6203	4904
6203	3676
6203	6122
6203	4914
6203	11337
6203	60
6203	4670
6203	6207
6203	6208
6203	1660
6203	57154
6203	23363
6203	1654
6203	6217
6203	4171
6203	84557
6203	6222
6203	3725
6203	11345
6203	4691
6203	6136
6203	10036
6203	2521
6203	6119
6203	10075
6203	11100
6203	5728
6203	3383
6203	9188
6203	6117
6203	6118
6203	9425
6203	203068
6203	3178
6203	10987
6203	6124
6203	1938
6203	7150
6203	2335
6203	6129
6203	7412
6203	7157
6203	6774
6203	7415
6203	3192
6203	1017
6203	1915
6203	6780
6203	6141
6203	6135
6203	6143
60	4609
60	9219
60	1029
60	1026
60	5977
60	55832
60	7428
60	4869
60	196528
60	1058
60	140836
60	2597
60	90665
60	10284
60	1072
60	1073
60	6709
60	6714
60	6207
60	71
60	11337
60	84557
60	6222
60	7248
60	11345
60	4691
60	1108
60	6741
60	86
60	3676
60	6749
60	4193
60	1636
60	8289
60	10856
60	3178
60	8295
60	3181
60	3182
60	8815
60	3184
60	6760
60	57459
60	3190
60	3191
60	3192
60	8826
60	6780
60	5245
60	4738
60	7531
60	8841
60	3725
60	142
60	8850
60	57492
60	3609
60	53615
60	8350
60	10399
60	3014
60	55193
60	3187
60	84661
60	4790
60	1660
60	708
60	1654
60	4001
60	1655
60	207
60	51412
60	10971
60	3293
60	3295
60	1915
60	8932
60	3303
60	4841
60	10987
60	3308
60	4846
60	240
60	5928
60	7412
60	57591
60	3320
60	6908
60	3837
60	3326
60	3329
60	10498
60	9475
60	8452
60	8453
60	8454
60	5901
60	5934
60	790
60	10524
60	10013
60	2335
60	3363
60	4904
60	5933
60	302
60	5430
60	3383
60	6119
60	81631
60	203068
60	6462
60	57154
60	79595
60	25932
60	857
60	9274
60	6497
60	79718
60	7528
60	3183
60	23186
60	7534
60	367
60	5499
60	10111
60	8065
60	4843
60	677770
60	9111
60	408
60	409
60	22938
60	7067
60	8607
60	4000
60	3312
60	2033
60	10155
60	23468
60	7088
60	23710
60	4255
60	6595
60	6597
60	6598
60	6599
60	6601
60	6602
60	6603
60	6604
60	6605
60	3024
60	1490
60	467
60	2516
60	3065
60	2521
60	2010
60	988
60	7415
60	6117
60	6118
60	2023
60	6632
60	4093
60	6129
60	498
60	7155
60	7157
60	6135
60	4088
60	1017
60	3066
60	3068
60	6141
6207	3608
6207	3609
6207	4869
6207	6696
6207	3676
6207	4670
6207	6208
6207	5705
6207	4171
6207	84557
6207	6222
6207	11345
6207	4691
6207	9820
6207	5728
6207	3178
6207	1654
6207	3192
6207	1147
6207	1660
6207	4738
6207	3725
6207	55832
6207	23710
6207	10399
6207	672
6207	100288687
6207	4790
6207	4791
6207	10987
6207	7412
6207	7415
6207	3320
6207	5885
6207	3326
6207	8452
6207	8453
6207	8454
6207	10514
6207	2335
6207	3363
6207	292
6207	4904
6207	302
6207	4914
6207	3383
6207	220988
6207	4926
6207	57154
6207	5970
6207	5971
6207	10075
6207	1915
6207	8065
6207	1938
6207	409
6207	2969
6207	6045
6207	6217
6207	988
6207	3551
6207	9188
6207	6122
6207	6124
6207	7150
6207	6128
6207	6129
6207	7157
6207	11337
6207	6135
6207	6136
6207	1017
6207	6141
6207	6143
6208	8065
6208	8451
6208	8452
6208	8453
6208	8454
6208	23435
6208	8450
6208	3608
6208	10514
6208	8726
6208	3609
6208	55832
6208	7428
6208	22938
6208	100288687
6208	23710
6208	8353
6208	10075
6208	292
6208	4904
6208	9820
6208	6122
6208	4869
6208	4790
6208	4791
6208	4670
6208	57154
6208	6217
6208	4171
6208	84557
6208	6222
6208	3725
6208	6136
6208	5970
6208	4691
6208	4738
6208	1017
6208	2521
6208	5903
6208	3676
6208	4087
6208	81631
6208	6880
6208	4193
6208	9188
6208	6128
6208	3383
6208	3178
6208	10987
6208	6124
6208	1938
6208	7150
6208	6141
6208	2335
6208	6129
6208	5971
6208	7412
6208	7157
6208	11337
6208	6135
6208	3192
6208	7161
6208	1915
6208	1660
6208	5885
6208	6143
2113	51588
2113	6667
2113	51341
2113	142
2113	3727
2113	8850
2113	5315
2113	1432
2113	10011
2113	51742
2113	6688
2113	7329
2113	1499
2113	2908
2113	860
2113	2353
2113	4790
2113	6714
2113	2625
2113	2114
2113	6595
2113	8648
2113	3146
2113	3725
2113	7248
2113	4691
2113	5591
2113	5594
2113	5595
2113	988
2113	81887
2113	7520
2113	1616
2113	6886
2113	672
2113	1386
2113	1387
2113	367
2113	2033
2113	2034
2113	2547
2113	7157
2113	9611
2113	4088
2113	5728
2113	6908
2114	6688
2114	9611
2114	6597
2114	6598
2114	2625
2114	8648
2114	1387
2114	3725
2114	2353
2114	2130
2114	7291
2114	5460
2114	7157
2114	2033
2114	6714
2114	10011
2114	2908
2115	6688
2115	545
2115	10499
2115	9252
2115	7015
2115	7329
2115	5591
2115	3725
2115	142
2115	7520
2115	8850
2115	2547
2115	7157
2115	2033
2115	5566
2115	1432
2115	5595
2115	5599
71	4609
71	790
71	648
71	6667
71	5901
71	57492
71	8726
71	55193
71	3609
71	10524
71	6045
71	8607
71	672
71	8353
71	196528
71	9252
71	3676
71	7132
71	1029
71	100288687
71	1072
71	1073
71	4790
71	4791
71	2335
71	11073
71	6595
71	6597
71	6598
71	6599
71	6601
71	6602
71	4171
71	6605
71	23118
71	1490
71	5971
71	51412
71	86
71	23512
71	10971
71	7415
71	8289
71	2146
71	1915
71	6885
71	5460
71	10856
71	5970
71	7534
71	3312
71	3551
71	4215
71	3320
71	1017
71	8826
71	1147
71	3326
8204	1024
8204	10498
8204	3725
8204	8841
8204	10891
8204	7181
8204	8850
8204	7421
8204	5914
8204	7067
8204	7068
8204	10014
8204	672
8204	5467
8204	5468
8204	2104
8204	190
8204	196
8204	3276
8204	1869
8204	10062
8204	1487
8204	7376
8204	2516
8204	5465
8204	10971
8204	2908
8204	3066
8204	2273
8204	1789
8204	3172
8204	6885
8204	367
8204	6256
8204	3065
8204	1786
8204	1788
8204	3837
2122	7329
2122	4089
2122	51588
2122	4087
2122	10919
2122	1387
2122	3276
2122	3090
2122	53615
2122	8850
2122	23411
2122	6657
2122	4086
2122	6839
2122	4088
2122	3065
2122	1487
2122	9759
4171	1029
4171	7175
4171	55832
4171	3609
4171	545
4171	5934
4171	140836
4171	2597
4171	1072
4171	4152
4171	4670
4171	6217
4171	4172
4171	4173
4171	23118
4171	4175
4171	4176
4171	2130
4171	4691
4171	3676
4171	6749
4171	8290
4171	6908
4171	8294
4171	3178
4171	3181
4171	3182
4171	3183
4171	3184
4171	3185
4171	3187
4171	3188
4171	1653
4171	3190
4171	3191
4171	3192
4171	8826
4171	6780
4171	255626
4171	3725
4171	8335
4171	3608
4171	2194
4171	7316
4171	8349
4171	8350
4171	10399
4171	121504
4171	8353
4171	8354
4171	8355
4171	8356
4171	8357
4171	8358
4171	8359
4171	8360
4171	8361
4171	8362
4171	8363
4171	8364
4171	8365
4171	8367
4171	8368
4171	8370
4171	2744
4171	4796
4171	10432
4171	5315
4171	708
4171	1654
4171	6347
4171	3276
4171	1655
4171	10971
4171	2274
4171	6885
4171	3303
4171	1660
4171	79595
4171	3309
4171	3312
4171	3313
4171	25842
4171	7412
4171	7415
4171	3320
4171	8148
4171	3836
4171	3837
4171	3326
4171	3329
4171	8450
4171	8451
4171	4869
4171	8968
4171	4361
4171	5903
4171	2010
4171	6421
4171	790
4171	10521
4171	595
4171	10013
4171	10014
4171	2335
4171	1499
4171	292
4171	5925
4171	302
4171	4914
4171	11315
4171	5430
4171	823
4171	6119
4171	203068
4171	23363
4171	326
4171	328
4171	554313
4171	10383
4171	11100
4171	7520
4171	6118
4171	220988
4171	26986
4171	7531
4171	8338
4171	7534
4171	3956
4171	8570
4171	1915
4171	6122
4171	383
4171	23435
4171	2959
4171	1938
4171	9111
4171	23451
4171	26013
4171	5725
4171	4000
4171	4001
4171	7494
4171	2033
4171	55723
4171	4174
4171	1457
4171	11335
4171	4255
4171	3006
4171	8352
4171	126961
4171	3014
4171	3015
4171	3018
4171	3020
4171	3021
4171	3024
4171	9682
4171	3028
4171	6222
4171	5591
4171	472
4171	2521
4171	5594
4171	5595
4171	1107
4171	9188
4171	6117
4171	5094
4171	2023
4171	10492
4171	10075
4171	23020
4171	5885
4171	6129
4171	498
4171	2547
4171	6135
4171	6136
4171	1017
4171	8351
4171	10236
4171	6141
4172	4609
4172	55723
4172	8452
4172	8453
4172	3725
4172	2033
4172	6347
4172	3608
4172	409
4172	26013
4172	23710
4172	2335
4172	121504
4172	8353
4172	6118
4172	3091
4172	7412
4172	8359
4172	8360
4172	8361
4172	8362
4172	8363
4172	8364
