EntrezID1	EntrezId2
8368	9219
8368	648
8368	3725
8368	55832
8368	408
8368	10524
8368	26013
8368	2335
8368	8352
8368	2597
8368	8367
8368	7088
8368	1058
8368	8370
8368	10419
8368	51230
8368	23476
8368	8351
8368	29117
8368	10013
8368	387893
8368	672
8368	10014
8368	23363
8368	4790
8368	3014
8368	3015
8368	8520
8368	3020
8368	3021
8368	4174
8368	1616
8368	9682
8368	3363
8368	51105
8368	1956
8368	3676
8368	6885
8368	8357
8368	7132
8368	8805
8368	7913
8368	10987
8368	7534
8368	25842
8368	8467
8368	7412
8368	7158
8368	3065
8368	7291
8368	3068
8368	5885
177	4609
177	3146
177	387
177	3725
8370	9219
8370	55832
8370	51230
8370	1058
8370	9252
8370	2597
8370	3676
8370	672
8370	4174
8370	1616
8370	2648
8370	9820
8370	8805
8370	7291
8370	648
8370	3725
8370	8338
8370	8351
8370	8352
8370	8357
8370	10419
8370	4790
8370	3276
8370	10971
8370	6885
8370	7913
8370	10987
8370	25842
8370	7412
8370	6907
8370	5885
8370	5890
8370	8452
8370	8453
8370	8467
8370	10524
8370	10013
8370	10014
8370	2335
8370	3363
8370	5928
8370	5931
8370	4914
8370	387893
8370	11073
8370	23363
8370	8520
8370	79718
8370	7534
8370	8065
8370	408
8370	26013
8370	51105
8370	1956
8370	7088
8370	23476
8370	29117
8370	121504
8370	3014
8370	3020
8370	3021
8370	9682
8370	8148
8370	7132
8370	2033
8370	7158
8370	3065
8370	3068
10419	1024
10419	3622
10419	4654
10419	6720
10419	2625
10419	4174
10419	595
10419	9820
10419	2146
10419	8841
10419	3725
10419	8338
10419	121504
10419	8367
10419	6331
10419	708
10419	3276
10419	10445
10419	6605
10419	10971
10419	8932
10419	7412
10419	7415
10419	3320
10419	1788
10419	8451
10419	8452
10419	5903
10419	10014
10419	2335
10419	5928
10419	4914
10419	823
10419	57154
10419	3398
10419	1869
10419	5970
10419	11091
10419	25942
10419	51548
10419	6497
10419	7534
10419	51588
10419	408
10419	9112
10419	409
10419	23468
10419	4089
10419	23710
10419	6595
10419	6597
10419	6598
10419	6599
10419	6601
10419	6602
10419	6603
10419	6604
10419	57805
10419	6615
10419	6632
10419	4691
10419	7157
10419	4087
10419	4088
10419	3065
10419	3066
10419	3068
84148	7175
84148	9739
84148	8972
84148	124944
84148	472
84148	3054
84148	8473
84148	284058
84148	6045
84148	8607
84148	51105
84148	27043
84148	125476
84148	5929
84148	23476
84148	26168
84148	81887
84148	3014
84148	4297
84148	51230
84148	10445
84148	57805
84148	57680
84148	11091
84148	1876
84148	7534
84148	5591
84148	6872
84148	6874
84148	6878
84148	6879
84148	6880
84148	54881
84148	3178
84148	7531
84148	3308
84148	9070
84148	23411
84148	7157
84148	8085
51230	4609
51230	8968
51230	8972
51230	81887
51230	124944
51230	9070
51230	284058
51230	6045
51230	8607
51230	121504
51230	8357
51230	8367
51230	26168
51230	8351
51230	8352
51230	4297
51230	10445
51230	57680
51230	27043
51230	1876
51230	6872
51230	125476
51230	6874
51230	6878
51230	6879
51230	6880
51230	54881
51230	3308
51230	3054
51230	11091
51230	7157
51230	5929
10425	4193
10425	4738
10425	5371
10425	8065
10425	328
10425	8106
10425	1915
10425	4914
10425	4851
10425	7316
10425	7157
10425	7415
10425	3099
10425	10524
6331	1017
6331	3276
190	6720
190	5460
190	5468
190	367
190	5241
190	2104
190	2516
190	22938
190	2908
10432	9820
10432	8243
10432	8450
10432	8452
10432	8453
10432	8454
10432	648
10432	677770
10432	3725
10432	3608
10432	8467
10432	8726
10432	55832
10432	6426
10432	23451
10432	22938
10432	23710
10432	2335
10432	7329
10432	9734
10432	5981
10432	4904
10432	2908
10432	10284
10432	6749
10432	4914
10432	10014
10432	9782
10432	11337
10432	4670
10432	3676
10432	23363
10432	10949
10432	6601
10432	84557
10432	6045
10432	23054
10432	23512
10432	860
10432	861
10432	7155
10432	7520
10432	2146
10432	3187
10432	6117
10432	6118
10432	6119
10432	6760
10432	3178
10432	10987
10432	7150
10432	2033
10432	7412
10432	6136
10432	10236
196	8450
196	10499
196	904
196	6667
196	9612
196	4738
196	672
196	5925
196	6597
196	8648
196	5970
196	6874
196	1499
196	6878
196	6879
196	6880
196	1642
196	367
196	2033
196	3320
196	6908
4297	4609
4297	9219
4297	1025
4297	9739
4297	124944
4297	125476
4297	10284
4297	26168
4297	1107
4297	54881
4297	8819
4297	9343
4297	648
4297	8351
4297	8352
4297	8357
4297	84661
4297	4298
4297	10445
4297	6872
4297	6874
4297	53981
4297	6878
4297	6879
4297	6880
4297	6883
4297	3308
4297	6908
4297	8968
4297	8972
4297	5901
4297	8467
4297	5928
4297	5929
4297	5931
4297	5430
4297	57680
4297	6993
4297	1874
4297	11091
4297	1876
4297	25942
4297	8535
4297	2908
4297	861
4297	6502
4297	1387
4297	9070
4297	8085
4297	904
4297	3054
4297	22938
4297	284058
4297	8607
4297	27043
4297	6045
4297	6595
4297	6598
4297	6599
4297	6601
4297	3020
4297	1487
4297	1499
4297	4602
4297	81887
4297	7150
4297	126961
4297	4691
4297	23028
4297	7157
4297	3065
4297	3066
4297	8189
4298	1025
4298	648
4298	8338
4298	121504
4298	3014
4298	1457
4298	6045
4298	904
4298	5430
4298	6601
4298	23476
4298	6597
4298	6598
4298	6599
4298	6602
4298	6603
4298	6605
4298	11091
4298	23411
4298	6136
84171	23028
84171	6839
6348	7040
6348	1051
6348	1230
10445	8972
10445	124944
10445	9070
10445	3607
10445	284058
10445	6045
10445	8607
10445	672
10445	27043
10445	125476
10445	5929
10445	1457
10445	6839
10445	26168
10445	81887
10445	54881
10445	57680
10445	11091
10445	1108
10445	6872
10445	6874
10445	6878
10445	6879
10445	6880
10445	1616
10445	7015
10445	10856
10445	3308
10445	3054
10445	7528
10445	23028
10445	1876
207	1026
207	1027
207	3598
207	5139
207	2309
207	2597
207	51548
207	5164
207	6714
207	2623
207	5705
207	2146
207	7248
207	1111
207	3162
207	3164
207	5728
207	4193
207	4194
207	7015
207	6772
207	1655
207	54904
207	8826
207	1147
207	1387
207	8841
207	10383
207	8850
207	10413
207	5315
207	2273
207	8600
207	3308
207	3309
207	4846
207	3312
207	3313
207	4851
207	7415
207	3320
207	1786
207	7422
207	2308
207	4869
207	1901
207	3337
207	6615
207	5914
207	4904
207	5599
207	203068
207	11073
207	842
207	331
207	4436
207	2908
207	6497
207	6502
207	9063
207	1385
207	8554
207	7531
207	7534
207	367
207	23411
207	2932
207	5499
207	9612
207	1432
207	408
207	409
207	1956
207	5037
207	1457
207	672
207	6598
207	6599
207	6601
207	1487
207	5591
207	1499
207	3551
207	2023
207	2033
207	3326
207	4087
207	4088
207	4089
207	4092
6352	7040
6352	11200
6352	6347
6352	1230
6352	5970
6352	1524
6352	8412
6352	5245
51412	1026
51412	255626
51412	55193
51412	8607
51412	6599
51412	8110
51412	196528
51412	6595
51412	6597
51412	6598
51412	6601
51412	6602
51412	6605
51412	1487
51412	472
51412	5977
51412	10856
51412	6760
51412	2932
4312	960
4312	8600
4312	6347
4312	7076
4313	7040
4313	3553
4313	7076
4313	3685
4313	7057
4313	3320
4313	6387
4313	55832
4313	1277
4313	81631
4314	7076
4314	6696
4314	6347
4314	8600
4314	5054
114907	1026
114907	1843
114907	4654
8412	4001
8412	1956
8412	4678
8412	26986
8412	10155
8412	302
8412	7415
8412	54904
8412	2521
8412	8570
8412	3836
8412	6122
8412	8607
4318	7040
4318	960
4318	1282
4318	4035
4318	7076
4318	7057
4318	2006
4318	1284
4318	1277
4318	2335
2273	4089
2273	6667
2273	3725
2273	6722
2273	8726
2273	3741
2273	4000
2273	3516
2273	57154
2273	3280
2273	8535
2273	2274
2273	2023
2273	1387
2273	2033
2273	4087
2273	4088
2273	7316
2273	6015
2274	4609
2274	2308
2274	3725
2274	3091
2274	7316
2274	6421
2274	7704
2274	672
2274	1499
2274	1956
2274	8877
2274	823
2274	6722
2274	28996
2274	10614
2274	1869
2274	1874
2274	467
2274	5977
2274	5594
2274	23411
2274	860
2274	861
2274	1385
2274	1387
2274	367
2274	2033
2274	659
2274	7157
2274	6774
2274	4087
2274	4088
2274	4089
6376	1524
8431	8841
8431	22938
8431	7067
8431	5914
8431	2335
8431	3398
8431	7494
8431	10919
8431	51548
8431	10013
8431	5430
8431	2104
8431	6595
8431	6598
8431	6599
8431	6605
8431	10062
8431	7376
8431	25942
8431	4089
8431	5467
8431	860
8431	4193
8431	3172
8431	3178
8431	367
8431	23411
8431	7157
8431	5468
8431	3065
8431	7421
240	5566
6387	2335
2294	6304
2294	8570
2294	1373
57591	4609
57591	6722
57591	6597
57591	7329
57591	7341
57591	2932
57591	4088
57591	6749
57591	11198
10492	1025
10492	8726
10492	55832
10492	3609
10492	2597
10492	3676
10492	3190
10492	4670
10492	11337
10492	84557
10492	4174
10492	11345
10492	3159
10492	9820
10492	6760
10492	3178
10492	3181
10492	3182
10492	3183
10492	3184
10492	3185
10492	3187
10492	3188
10492	1654
10492	1655
10492	3192
10492	8826
10492	6780
10492	5245
10492	9343
10492	4738
10492	3725
10492	3608
10492	7316
10492	23710
10492	4790
10492	10949
10492	3191
10492	3276
10492	81631
10492	10987
10492	7412
10492	5885
10492	8450
10492	8452
10492	8453
10492	8454
10492	8065
10492	6935
10492	51548
10492	10521
10492	6426
10492	2335
10492	4904
10492	7132
10492	4914
10492	823
10492	220988
10492	57154
10492	23363
10492	328
10492	3383
10492	11100
10492	79711
10492	26986
10492	23411
10492	5499
10492	22913
10492	677770
10492	23435
10492	9112
10492	22938
10492	23451
10492	23450
10492	8091
10492	6045
10492	11200
10492	3014
10492	2521
10492	988
10492	6117
10492	6118
10492	6119
10492	6632
10492	23020
10492	1017
10492	10236
8450	9987
8450	8726
8450	55832
8450	51742
8450	2597
8450	6217
8450	4691
8450	6741
8450	4193
8450	2146
8450	3178
8450	3181
8450	3182
8450	3184
8450	3185
8450	3187
8450	3188
8450	3189
8450	1654
8450	1655
8450	1660
8450	1642
8450	4738
8450	5252
8450	3608
8450	7316
8450	8819
8450	4790
8450	1653
8450	708
8450	3190
8450	3303
8450	10987
8450	3309
8450	3312
8450	3313
8450	3320
8450	8148
8450	3836
8450	3837
8450	3326
8450	8451
8450	8452
8450	8453
8450	6426
8450	292
8450	4904
8450	5929
8450	5931
8450	5928
8450	4914
8450	203068
8450	6993
8450	11091
8450	25942
8450	10383
8450	11100
8450	220988
8450	26986
8450	367
8450	8570
8450	22907
8450	8065
8450	79595
8450	1938
8450	9112
8450	1956
8450	64426
8450	7088
8450	3006
8450	6135
8450	3028
8450	3065
8450	23512
8450	2521
8450	2023
8450	6632
8450	6122
8450	6124
8450	6128
8450	6129
8450	7157
8450	5111
8450	6136
8450	1017
8450	3066
8450	10236
8450	6141
8451	4609
8451	1027
8451	1026
8451	8726
8451	55832
8451	1058
8451	11335
8451	4691
8451	1111
8451	2648
8451	6749
8451	4193
8451	1642
8451	3181
8451	3182
8451	5743
8451	3184
8451	3185
8451	3187
8451	3006
8451	1655
8451	1660
8451	4738
8451	648
8451	3725
8451	7316
8451	8815
8451	4790
8451	3189
8451	708
8451	3303
8451	79595
8451	3309
8451	3312
8451	3313
8451	7415
8451	3320
8451	1789
8451	3326
8451	3329
8451	9987
8451	8452
8451	4869
8451	8454
8451	8467
8451	292
8451	5928
8451	5929
8451	5931
8451	5430
8451	203068
8451	11091
8451	10383
8451	11100
8451	6502
8451	26986
8451	1915
8451	6015
8451	8065
8451	10987
8451	23450
8451	6045
8451	11198
8451	11200
8451	6135
8451	3024
8451	8148
8451	2521
8451	2010
8451	1499
8451	9188
8451	2023
8451	6632
8451	6124
8451	5885
8451	7157
8451	5111
8451	4602
8451	6143
8452	9219
8452	6760
8452	26284
8452	10498
8452	9987
8452	55832
8452	3609
8452	2597
8452	81887
8452	8743
8452	5160
8452	8243
8452	6709
8452	4670
8452	1654
8452	6217
8452	11345
8452	4691
8452	6741
8452	604
8452	605
8452	10856
8452	3178
8452	3181
8452	3182
8452	3183
8452	3184
8452	3185
8452	3187
8452	3188
8452	3189
8452	3190
8452	3191
8452	3192
8452	7290
8452	6780
8452	5245
8452	9343
8452	4738
8452	648
8452	10383
8452	3608
8452	7316
8452	6135
8452	23710
8452	121504
8452	8367
8452	4790
8452	1915
8452	1653
8452	1660
8452	5315
8452	708
8452	10949
8452	1655
8452	3276
8452	6605
8452	5566
8452	10971
8452	53981
8452	81631
8452	5499
8452	3303
8452	4841
8452	10987
8452	3308
8452	3309
8452	3312
8452	3313
8452	7415
8452	3320
8452	8148
8452	5371
8452	3836
8452	3837
8452	3326
8452	25855
8452	3329
8452	8453
8452	8454
8452	3337
8452	10514
8452	1386
8452	790
8452	10521
8452	6426
8452	10524
8452	3363
8452	292
8452	4904
8452	4914
8452	4869
8452	6119
8452	1642
8452	203068
8452	23365
8452	5705
8452	8520
8452	841
8452	6993
8452	11091
8452	554313
8452	5977
8452	10075
8452	11100
8452	79711
8452	7520
8452	6118
8452	6502
8452	220988
8452	26986
8452	7531
8452	7534
8452	8570
8452	22907
8452	8065
8452	387
8452	51592
8452	6124
8452	23435
8452	2956
8452	1938
8452	7150
8452	1616
8452	2969
8452	22938
8452	23451
8452	23450
8452	5725
8452	8607
8452	9126
8452	11198
8452	8106
8452	10155
8452	11337
8452	3006
8452	9782
8452	6597
8452	6598
8452	6599
8452	6601
8452	6603
8452	57805
8452	595
8452	3028
8452	6613
8452	5591
8452	2521
8452	2010
8452	1499
8452	988
8452	3551
8452	993
8452	9188
8452	5094
8452	2023
8452	6632
8452	6122
8452	23020
8452	3054
8452	1789
8452	6128
8452	6129
8452	498
8452	9555
8452	5111
8452	6136
8452	10236
8452	6141
8452	6143
8453	1029
8453	10498
8453	3091
8453	55832
8453	7428
8453	2597
8453	2908
8453	4670
8453	1654
8453	6217
8453	4691
8453	6741
8453	2648
8453	9314
8453	3178
8453	3181
8453	3182
8453	3183
8453	3184
8453	3185
8453	3187
8453	3188
8453	3189
8453	3190
8453	1655
8453	3192
8453	1660
8453	4738
8453	10383
8453	3608
8453	3609
8453	121504
8453	8367
8453	1653
8453	5315
8453	708
8453	10949
8453	3276
8453	10971
8453	3303
8453	4841
8453	10987
8453	3309
8453	3312
8453	3313
8453	7415
8453	3320
8453	3837
8453	3326
8453	3329
8453	9987
8453	4869
8453	8454
8453	5903
8453	10521
8453	6426
8453	292
8453	4904
8453	302
8453	2353
8453	4914
8453	5430
8453	203068
8453	554313
8453	5970
8453	4436
8453	11100
8453	7520
8453	6502
8453	220988
8453	26986
8453	7534
8453	367
8453	7316
8453	8570
8453	1915
8453	8065
8453	79595
8453	6124
8453	23435
8453	22938
8453	23450
8453	9126
8453	6129
8453	8106
8453	10155
8453	4016
8453	3006
8453	6135
8453	8148
8453	2521
8453	2010
8453	5094
8453	2023
8453	6632
8453	6122
8453	23020
8453	1789
8453	6128
8453	7153
8453	2547
8453	5111
8453	6136
8453	4091
8453	10236
8453	6141
8453	6143
8454	4609
8454	1027
8454	1025
8454	1026
8454	9987
8454	8726
8454	55832
8454	3609
8454	4869
8454	2597
8454	6709
8454	9782
8454	4670
8454	1654
8454	11335
8454	6217
8454	4691
8454	6741
8454	1111
8454	6749
8454	4193
8454	2146
8454	10856
8454	3178
8454	3181
8454	3182
8454	3183
8454	3184
8454	3185
8454	3187
8454	3188
8454	3189
8454	3190
8454	3191
8454	3192
8454	1147
8454	6780
8454	1642
8454	4738
8454	3608
8454	7316
8454	5743
8454	1915
8454	4790
8454	4791
8454	1653
8454	5315
8454	708
8454	10949
8454	1655
8454	3791
8454	5499
8454	3303
8454	1660
8454	10987
8454	3308
8454	3309
8454	3312
8454	3313
8454	25842
8454	7415
8454	3320
8454	8148
8454	5371
8454	3836
8454	1789
8454	3326
8454	3329
8454	10498
8454	775
8454	5903
8454	10514
8454	10521
8454	6426
8454	292
8454	4904
8454	5934
8454	4914
8454	1843
8454	6119
8454	203068
8454	28996
8454	1869
8454	5970
8454	11091
8454	10383
8454	11100
8454	6118
8454	6502
8454	220988
8454	26986
8454	7531
8454	7534
8454	7023
8454	1400
8454	8570
8454	22907
8454	8065
8454	79595
8454	1938
8454	22938
8454	7067
8454	23450
8454	5725
8454	8607
8454	23451
8454	8106
8454	10155
8454	3516
8454	3006
8454	11200
8454	6135
8454	4088
8454	9682
8454	3028
8454	7161
8454	2521
8454	1499
8454	988
8454	3551
8454	993
8454	6117
8454	5094
8454	2023
8454	6632
8454	6122
8454	6124
8454	7150
8454	6128
8454	498
8454	595
8454	5111
8454	6136
8454	1017
8454	10236
8454	6141
8454	6143
10284	9219
10284	25942
10284	7175
10284	648
10284	8841
10284	5901
10284	5933
10284	84661
10284	23186
10284	8467
10284	9111
10284	6426
10284	3183
10284	6045
10284	51742
10284	4001
10284	140836
10284	3621
10284	5928
10284	90665
10284	64426
10284	5931
10284	5934
10284	6749
10284	23512
10284	9782
10284	6601
10284	2744
10284	11198
10284	6709
10284	6595
10284	6597
10284	6598
10284	6599
10284	6602
10284	10155
10284	11345
10284	11091
10284	1108
10284	3065
10284	6872
10284	2010
10284	988
10284	53981
10284	6878
10284	6880
10284	1107
10284	6883
10284	9188
10284	79718
10284	79595
10284	3184
10284	8819
10284	23028
10284	5929
10284	1654
10284	7415
10284	3192
10284	1017
10284	3066
10284	6908
10284	8189
10284	9343
10514	9820
10514	4609
10514	5931
10514	4869
10514	648
10514	6124
10514	677770
10514	10891
10514	3725
10514	3608
10514	1938
10514	8467
10514	8726
10514	3609
10514	55832
10514	7428
10514	11091
10514	3183
10514	6045
10514	23710
10514	7329
10514	292
10514	2033
10514	4904
10514	3164
10514	6122
10514	4914
10514	4791
10514	4670
10514	23435
10514	23363
10514	6143
10514	10949
10514	326
10514	9031
10514	6217
10514	1660
10514	6135
10514	10236
10514	11345
10514	5970
10514	4691
10514	4174
10514	988
10514	1915
10514	9188
10514	7528
10514	3068
10514	3178
10514	10987
10514	6136
10514	7150
10514	367
10514	6128
10514	6129
10514	7412
10514	7157
10514	11337
10514	5111
10514	3192
10514	4602
10514	22907
10514	6780
10514	6141
10514	11200
8467	4609
8467	9219
8467	6657
8467	124944
8467	8726
8467	3607
8467	1051
8467	1058
8467	8243
8467	4149
8467	4670
8467	11335
8467	1616
8467	1107
8467	56916
8467	9820
8467	6749
8467	10856
8467	1642
8467	6760
8467	8819
8467	3192
8467	9343
8467	648
8467	121504
8467	4772
8467	8367
8467	6872
8467	672
8467	53981
8467	6878
8467	7391
8467	6880
8467	6883
8467	8932
8467	3303
8467	3309
8467	3312
8467	4851
8467	7412
8467	7415
8467	1786
8467	6908
8467	5885
8467	4869
8467	5901
8467	6421
8467	5928
8467	5929
8467	5931
8467	4914
8467	23363
8467	9031
8467	11091
8467	4436
8467	25942
8467	8535
8467	7520
8467	7528
8467	1385
8467	5499
8467	6015
8467	8065
8467	51592
8467	677770
8467	3065
8467	9112
8467	22938
8467	6045
8467	8607
8467	4000
8467	9126
8467	11177
8467	3516
8467	11198
8467	6304
8467	6594
8467	6595
8467	6598
8467	6599
8467	6601
8467	3020
8467	2516
8467	5591
8467	23512
8467	1499
8467	988
8467	6117
8467	6118
8467	6119
8467	10236
8467	1789
8467	23028
8467	7157
8467	6648
8467	1017
8467	3066
8467	3068
8467	8189
6421	7175
6421	6667
6421	7181
6421	6670
6421	8726
6421	3608
6421	3609
6421	1050
6421	3676
6421	11315
6421	9782
6421	4670
6421	7750
6421	11337
6421	84557
6421	4174
6421	7248
6421	11345
6421	4691
6421	9820
6421	5725
6421	4193
6421	3172
6421	3178
6421	3181
6421	3183
6421	3184
6421	3191
6421	3192
6421	6780
6421	1642
6421	9343
6421	10891
6421	3725
6421	7316
6421	23710
6421	7329
6421	4790
6421	4791
6421	1655
6421	81631
6421	1915
6421	4841
6421	10987
6421	3309
6421	3312
6421	7412
6421	5885
6421	4361
6421	10521
6421	6426
6421	10014
6421	2335
6421	3363
6421	4914
6421	203068
6421	23363
6421	328
6421	5970
6421	5971
6421	4436
6421	25942
6421	10075
6421	2908
6421	220988
6421	367
6421	2932
6421	5468
6421	5499
6421	677770
6421	3065
6421	409
6421	22938
6421	23451
6421	23450
6421	1956
6421	9126
6421	1457
6421	11200
6421	6595
6421	6602
6421	5591
6421	2521
6421	5594
6421	988
6421	4090
6421	9188
6421	6117
6421	6118
6421	6119
6421	6632
6421	23020
6421	7150
6421	7153
6421	7155
6421	1017
6421	3066
6421	10236
10521	4609
10521	8726
10521	3608
10521	3609
10521	1058
10521	3676
10521	9782
10521	4670
10521	11337
10521	84557
10521	4174
10521	11345
10521	4691
10521	56916
10521	9820
10521	5725
10521	4193
10521	3178
10521	3187
10521	3189
10521	3190
10521	1655
10521	3192
10521	6780
10521	9343
10521	4738
10521	8841
10521	3725
10521	55832
10521	8850
10521	7316
10521	23710
10521	10413
10521	4790
10521	1653
10521	1654
10521	3191
10521	81631
10521	1660
10521	10987
10521	3309
10521	4851
10521	7412
10521	3329
10521	10499
10521	5903
10521	6426
10521	10014
10521	2335
10521	4904
10521	2353
10521	4914
10521	3383
10521	220988
10521	23363
10521	326
10521	11100
10521	7520
10521	7428
10521	26986
10521	1387
10521	1915
10521	22913
10521	677770
10521	23435
10521	9987
10521	22938
10521	23451
10521	23450
10521	10664
10521	1457
10521	8648
10521	6601
10521	8148
10521	6613
10521	3065
10521	2521
10521	988
10521	6117
10521	6118
10521	6119
10521	6632
10521	10236
10521	23020
10521	7150
10521	2033
10521	7157
10521	1017
10521	3066
10521	3068
6426	22913
6426	7531
6426	3329
6426	10236
6426	3725
6426	3181
6426	3608
6426	9987
6426	7316
6426	8726
6426	55832
6426	22938
6426	23451
6426	4800
6426	23450
6426	23710
6426	2335
6426	672
6426	7329
6426	10075
6426	7494
6426	3185
6426	9820
6426	6045
6426	4914
6426	4869
6426	10014
6426	9656
6426	220988
6426	3190
6426	4670
6426	3189
6426	1660
6426	57154
6426	23363
6426	708
6426	10949
6426	326
6426	11337
6426	84557
6426	1654
6426	11345
6426	56916
6426	3178
6426	5591
6426	23512
6426	10971
6426	988
6426	81631
6426	2146
6426	6632
6426	26986
6426	10987
6426	23020
6426	3068
6426	7150
6426	3183
6426	3312
6426	7153
6426	3187
6426	7412
6426	7157
6426	7158
6426	1655
6426	3192
6426	5499
6426	6780
6426	8554
6426	9343
10524	4609
10524	1029
10524	7428
10524	1050
10524	2597
10524	5468
10524	4654
10524	4149
10524	6722
10524	4683
10524	1111
10524	602
10524	4193
10524	9314
10524	10856
10524	3189
10524	6774
10524	7291
10524	648
10524	8841
10524	255626
10524	8338
10524	121504
10524	7329
10524	7341
10524	8367
10524	4790
10524	4851
10524	3320
10524	1786
10524	5371
10524	3326
10524	4361
10524	5591
10524	6935
10524	10013
10524	5925
10524	1869
10524	5970
10524	2908
10524	1385
10524	1386
10524	1387
10524	51564
10524	367
10524	23411
10524	1909
10524	10111
10524	3065
10524	1942
10524	9111
10524	8607
10524	4000
10524	126961
10524	3516
10524	672
10524	4035
10524	3014
10524	3015
10524	3021
10524	983
10524	472
10524	2033
10524	7157
10524	5111
10524	7161
10524	4602
10524	3068
285	7010
285	284
285	1026
285	7422
2335	4609
2335	10155
2335	1029
2335	7175
2335	3082
2335	1654
2335	3091
2335	55832
2335	3609
2335	9252
2335	2597
2335	1072
2335	9782
2335	4670
2335	5984
2335	4093
2335	6217
2335	3146
2335	4691
2335	6741
2335	3159
2335	3676
2335	5725
2335	3685
2335	10856
2335	3178
2335	3181
2335	3182
2335	3183
2335	3184
2335	3185
2335	3187
2335	3188
2335	3189
2335	3190
2335	3191
2335	6776
2335	8826
2335	1660
2335	5245
2335	9343
2335	2033
2335	10383
2335	5265
2335	7316
2335	5743
2335	5914
2335	1284
2335	8367
2335	1653
2335	5315
2335	708
2335	10949
2335	1655
2335	3276
2335	718
2335	6863
2335	3192
2335	84695
2335	10971
2335	8189
2335	5499
2335	3303
2335	4841
2335	3309
2335	3312
2335	3313
2335	7415
2335	3320
2335	3837
2335	3326
2335	3329
2335	1282
2335	9987
2335	7428
2335	4869
2335	3337
2335	5591
2335	5901
2335	292
2335	4904
2335	3371
2335	5933
2335	302
2335	823
2335	826
2335	203068
2335	3608
2335	554313
2335	1361
2335	9555
2335	1915
2335	79711
2335	7520
2335	6118
2335	220988
2335	26986
2335	7531
2335	7534
2335	5928
2335	3956
2335	1401
2335	8570
2335	22907
2335	22913
2335	7045
2335	6124
2335	23435
2335	7057
2335	1938
2335	23451
2335	4000
2335	4001
2335	27043
2335	1956
2335	7153
2335	11335
2335	4174
2335	4015
2335	1457
2335	4089
2335	960
2335	126961
2335	6135
2335	57805
2335	1490
2335	3028
2335	23118
2335	983
2335	2521
2335	9188
2335	6117
2335	5094
2335	2023
2335	6632
2335	6122
2335	23020
2335	1277
2335	6128
2335	6129
2335	498
2335	2547
2335	5111
2335	6136
2335	3065
2335	10236
2335	6141
292	8726
292	3608
292	3609
292	4869
292	4843
292	3676
292	4670
292	11337
292	84557
292	11345
292	4691
292	9820
292	5728
292	3178
292	3192
292	1660
292	5245
292	3725
292	55832
292	23710
292	4790
292	4796
292	81631
292	6780
292	10987
292	3313
292	7412
292	3320
292	3329
292	3363
292	4904
292	4914
292	57154
292	23363
292	5970
292	8535
292	10075
292	6497
292	1915
292	8065
292	387
292	23435
292	1938
292	4000
292	29090
292	1956
292	6217
292	4087
292	4174
292	2521
292	7132
292	9188
292	6122
292	6124
292	7150
292	6128
292	6129
292	498
292	595
292	7157
292	6135
292	6136
292	3068
292	6141
292	6143
124944	4609
124944	8972
124944	3054
124944	3607
124944	284058
124944	6045
124944	8607
124944	4000
124944	4001
124944	27043
124944	125476
124944	5928
124944	5929
124944	5931
124944	26168
124944	81887
124944	7520
124944	6594
124944	57680
124944	11091
124944	1876
124944	6872
124944	6874
124944	6878
124944	6879
124944	6880
124944	54881
124944	3303
124944	3308
124944	9070
124944	3312
124944	3313
302	9820
302	4609
302	7428
302	1025
302	6667
302	3725
302	408
302	409
302	23710
302	6118
302	51548
302	4255
302	4914
302	4869
302	4790
302	6135
302	7412
302	6714
302	3676
302	23363
302	3014
302	5578
302	4174
302	11345
302	3159
302	10971
302	7415
302	5728
302	6117
302	5094
302	7015
302	3178
302	6119
302	7534
302	2033
302	3956
302	7157
302	5111
302	1017
302	8826
302	5245
302	1022
2353	10498
2353	10499
2353	2625
2353	9612
2353	3725
2353	23054
2353	3727
2353	3726
2353	5925
2353	1050
2353	10011
2353	5594
2353	6688
2353	7329
2353	4772
2353	4773
2353	81887
2353	4775
2353	7175
2353	7341
2353	1457
2353	4790
2353	5705
2353	7391
2353	5566
2353	11200
2353	4000
2353	9782
2353	7494
2353	6599
2353	8648
2353	6601
2353	6602
2353	6605
2353	4088
2353	5970
2353	467
2353	468
2353	6613
2353	6872
2353	1956
2353	602
2353	23411
2353	860
2353	861
2353	3295
2353	6885
2353	3303
2353	1386
2353	1387
2353	2002
2353	7421
2353	2033
2353	4691
2353	6772
2353	4087
2353	5914
2353	4089
2353	8570
2353	5371
2353	6908
2353	5245
8243	1024
8243	4609
8243	9219
8243	9820
8243	2956
8243	3725
8243	2033
8243	8726
8243	4851
8243	9112
8243	5252
8243	22938
8243	7067
8243	7068
8243	23450
8243	10014
8243	4255
8243	672
8243	546
8243	1956
8243	9126
8243	10919
8243	10664
8243	11177
8243	5931
8243	6045
8243	5928
8243	4914
8243	5430
8243	9656
8243	23476
8243	677770
8243	4926
8243	23363
8243	326
8243	545
8243	56916
8243	11345
8243	1107
8243	4436
8243	3065
8243	472
8243	51548
8243	5981
8243	8932
8243	6117
8243	6118
8243	6119
8243	8819
8243	988
8243	1050
8243	7534
8243	7528
8243	7158
8243	1017
8243	3066
8243	6780
8243	5885
8243	11200
203068	4609
203068	1026
203068	1029
203068	23054
203068	55832
203068	2597
203068	6696
